#Measuremente data, separator is tabulator
#AcX,Acy,Acz,Gx,Gy,Gz,Brake

284	1668	18316	-566	178	-347	0	
272	1652	18308	-579	161	-345	0	
180	1660	18408	-564	154	-345	0	
308	1700	18344	-587	173	-351	0	
228	1772	18284	-572	142	-345	0	
260	1692	18228	-573	175	-328	0	
332	1620	18296	-573	170	-328	0	
180	1604	18372	-563	170	-324	0	
260	1548	18428	-582	170	-336	0	
276	1656	18324	-579	169	-360	0	
316	1712	18388	-580	142	-334	0	
232	1804	18356	-566	151	-329	0	
172	1648	18372	-582	166	-352	0	
348	1760	18348	-566	134	-330	0	
340	1648	18524	-574	175	-328	0	
260	1684	18404	-554	171	-326	0	
232	1644	18352	-555	138	-336	0	
264	1624	18328	-587	170	-346	0	
240	1636	18576	-570	153	-338	0	
344	1668	18312	-553	155	-342	0	
168	1648	18212	-588	164	-321	0	
212	1680	18264	-587	153	-344	0	
276	1592	18396	-559	162	-336	0	
276	1632	18280	-575	160	-353	0	
216	1692	18292	-572	151	-343	0	
124	1560	18200	-557	145	-334	0	
284	1684	18516	-582	179	-345	0	
224	1704	18316	-570	169	-363	0	
212	1696	18280	-563	140	-348	0	
308	1740	18308	-559	186	-341	0	
272	1648	18404	-566	140	-355	0	
132	1704	18412	-559	187	-352	0	
220	1648	18468	-587	161	-328	0	
308	1632	18332	-579	152	-333	0	
180	1668	18392	-568	152	-335	0	
328	1744	18264	-561	183	-317	0	
236	1620	18340	-581	152	-346	0	
236	1672	18272	-572	163	-352	0	
312	1708	18296	-580	164	-341	0	
256	1572	18400	-584	154	-329	0	
324	1692	18308	-565	141	-341	0	
204	1724	18276	-568	153	-358	0	
288	1616	18244	-582	161	-328	0	
304	1620	18276	-568	163	-320	0	
184	1668	18332	-568	150	-353	0	
252	1620	18372	-572	134	-321	0	
208	1628	18324	-581	160	-326	0	
228	1560	18428	-586	147	-351	0	
248	1648	18440	-567	155	-344	0	
292	1676	18340	-571	147	-339	0	
108	1620	18368	-577	161	-328	0	
172	1600	18348	-567	147	-345	0	
208	1740	18332	-581	168	-349	0	
268	1712	18488	-564	158	-339	0	
268	1668	18344	-576	184	-323	0	
148	1684	18344	-567	146	-340	0	
272	1648	18316	-571	158	-326	0	
240	1668	18484	-562	161	-356	0	
240	1712	18368	-569	142	-349	0	
148	1652	18416	-575	170	-351	0	
412	1572	18264	-557	128	-361	0	
340	1700	18384	-576	158	-344	0	
216	1676	18316	-583	150	-338	0	
232	1624	18596	-542	149	-335	0	
168	1608	18240	-570	152	-314	0	
176	1624	18384	-571	152	-357	0	
228	1620	18280	-556	140	-330	0	
228	1712	18476	-573	167	-335	0	
320	1684	18144	-580	179	-370	0	
264	1636	18232	-574	160	-329	0	
268	1708	18336	-564	145	-338	0	
204	1572	18464	-555	161	-343	0	
300	1688	18380	-555	159	-348	0	
300	1660	18396	-586	151	-346	0	
196	1584	18384	-584	148	-329	0	
272	1652	18424	-563	146	-372	0	
224	1660	18268	-579	136	-336	0	
268	1660	18280	-567	157	-333	0	
148	1704	18340	-589	136	-318	0	
292	1640	18448	-568	158	-326	0	
200	1684	18304	-593	139	-330	0	
320	1576	18384	-564	170	-353	0	
356	1672	18472	-543	142	-334	0	
300	1644	18408	-586	131	-341	0	
120	1656	18388	-559	157	-330	0	
216	1736	18420	-554	175	-333	0	
232	1664	18248	-562	187	-351	0	
152	1616	18320	-586	138	-326	0	
236	1708	18412	-577	159	-324	0	
204	1676	18376	-557	169	-336	0	
236	1684	18228	-560	156	-352	0	
220	1620	18392	-572	170	-346	0	
268	1560	18364	-563	156	-358	0	
200	1672	18496	-558	153	-336	0	
212	1712	18352	-600	173	-342	0	
136	1748	18316	-574	153	-369	0	
160	1656	18368	-567	150	-346	0	
280	1632	18212	-570	163	-343	0	
368	1664	18336	-576	142	-361	0	
208	1556	18312	-568	163	-344	0	
328	1624	18216	-564	160	-320	0	
204	1696	18368	-580	151	-343	0	
268	1572	18472	-566	148	-341	0	
304	1660	18392	-569	170	-328	0	
344	1640	18464	-565	182	-326	0	
264	1632	18252	-570	182	-345	0	
144	1636	18348	-571	156	-355	0	
252	1676	18360	-581	159	-350	0	
164	1608	18464	-555	137	-335	0	
296	1648	18272	-584	167	-350	0	
224	1604	18320	-572	161	-331	0	
264	1628	18244	-577	147	-344	0	
144	1636	18300	-552	152	-344	0	
288	1684	18296	-555	169	-346	0	
284	1684	18312	-573	157	-359	0	
188	1700	18496	-581	185	-349	0	
244	1672	18300	-573	155	-341	0	
160	1696	18448	-577	159	-352	0	
204	1600	18472	-554	170	-356	0	
316	1716	18376	-584	190	-341	0	
260	1648	18328	-566	143	-357	0	
216	1664	18388	-566	159	-319	0	
216	1632	18448	-580	147	-317	0	
344	1628	18364	-566	156	-365	0	
300	1552	18528	-573	156	-357	0	
292	1592	18404	-569	148	-355	0	
248	1660	18208	-581	169	-362	0	
316	1672	18380	-573	164	-342	0	
256	1684	18372	-569	156	-342	0	
236	1608	18176	-593	144	-332	0	
180	1548	18388	-582	150	-339	0	
316	1664	18276	-551	149	-334	0	
200	1748	18392	-552	151	-358	0	
180	1660	18364	-569	168	-350	0	
296	1684	18360	-563	147	-359	0	
308	1664	18540	-567	152	-367	0	
404	1744	18320	-579	159	-328	0	
220	1612	18412	-595	179	-344	0	
188	1624	18388	-571	148	-360	0	
244	1652	18232	-568	162	-331	0	
296	1600	18392	-568	160	-358	0	
336	1720	18328	-566	151	-346	0	
344	1688	18284	-573	193	-339	0	
256	1608	18344	-570	130	-343	0	
264	1624	18272	-572	130	-322	0	
248	1656	18368	-577	171	-335	0	
236	1668	18368	-586	168	-347	0	
280	1724	18296	-585	176	-351	0	
280	1612	18464	-595	129	-334	0	
224	1656	18484	-584	163	-343	0	
224	1544	18392	-575	174	-358	0	
240	1668	18380	-602	163	-340	0	
268	1652	18288	-588	143	-346	0	
328	1648	18280	-575	155	-341	0	
316	1676	18340	-581	184	-335	0	
284	1716	18328	-574	168	-333	0	
236	1668	18272	-578	160	-336	0	
240	1644	18276	-580	174	-334	0	
244	1624	18324	-568	126	-341	0	
228	1692	18376	-591	131	-338	0	
328	1692	18236	-595	192	-341	0	
332	1572	18260	-576	150	-353	0	
268	1580	18412	-559	169	-356	0	
256	1672	18480	-582	167	-339	0	
244	1600	18292	-568	134	-338	0	
180	1712	18284	-541	163	-340	0	
228	1576	18308	-572	129	-344	0	
240	1604	18448	-571	189	-326	0	
272	1660	18384	-585	132	-321	0	
304	1580	18292	-562	182	-339	0	
208	1580	18372	-558	156	-334	0	
292	1588	18332	-571	119	-364	0	
308	1648	18200	-577	169	-359	0	
244	1656	18204	-590	165	-357	0	
248	1820	18436	-554	157	-336	0	
268	1616	18324	-591	177	-346	0	
304	1604	18316	-592	157	-327	0	
124	1580	18396	-573	150	-344	0	
280	1700	18452	-588	135	-347	0	
348	1556	18396	-569	179	-327	0	
200	1712	18416	-551	142	-349	0	
300	1748	18304	-574	161	-324	0	
216	1620	18372	-573	173	-340	0	
168	1648	18388	-562	136	-327	0	
280	1676	18312	-585	158	-340	0	
284	1640	18228	-581	166	-337	0	
164	1488	18656	-523	121	-329	0	
564	1808	17672	-418	27	-318	0	
340	1672	18372	-770	609	-310	0	
-20	1564	18860	-411	-9	-352	0	
204	1688	18420	-97	-455	-362	0	
456	1800	17996	-207	-244	-389	0	
200	1652	18428	-446	104	-363	0	
224	1704	18180	-448	70	-365	0	
428	1856	18096	-668	382	-326	0	
264	1824	18380	-899	555	-345	0	
176	1632	18668	-762	335	-333	0	
92	1624	18588	-390	-174	-357	0	
456	1876	17980	-545	60	-350	0	
320	1716	18264	-939	538	-329	0	
64	1456	18840	-657	176	-332	0	
240	1576	18464	-282	-360	-360	0	
424	1660	18152	-383	-158	-389	0	
332	1760	18164	-570	44	-356	0	
176	1660	18484	-659	183	-326	0	
280	1644	18516	-489	-30	-371	0	
572	1720	18084	-617	201	-325	0	
176	1600	18344	-704	386	-347	0	
160	1620	18484	-522	142	-340	0	
276	1700	18144	-509	131	-326	0	
248	1728	18328	-553	174	-360	0	
256	1552	18280	-501	77	-346	0	
428	1772	18048	-551	101	-401	0	
324	1736	18084	-674	455	-311	0	
224	1588	18652	-600	293	-340	0	
424	1752	18120	-547	145	-347	0	
248	1604	18528	-553	189	-351	0	
360	1636	18208	-460	-73	-347	0	
428	1764	18372	-546	130	-349	0	
256	1584	18432	-600	210	-346	0	
184	1692	18508	-539	70	-334	0	
336	1648	18120	-538	86	-325	0	
368	1640	18264	-592	166	-335	0	
340	1820	18372	-601	186	-331	0	
384	1740	18340	-592	216	-358	0	
284	1632	18312	-622	252	-343	0	
236	1632	18476	-585	201	-358	0	
304	1796	18396	-544	112	-329	0	
312	1764	18244	-575	159	-342	0	
264	1676	18296	-577	175	-314	0	
176	1732	18400	-537	119	-361	0	
312	1688	18360	-572	111	-337	0	
392	1660	18372	-572	116	-331	0	
344	1720	18316	-565	141	-351	0	
268	1576	18344	-591	137	-355	0	
324	1652	18272	-584	150	-337	0	
268	1696	18488	-557	136	-326	0	
