#Measuremente data, separator is tabulator
#AcX,Acy,Acz,Gx,Gy,Gz,Brake

1084	-376	18568	-585	151	-325	0	
1256	-316	18584	-572	158	-334	0	
1192	-328	18468	-578	150	-343	0	
1108	-332	18432	-586	149	-351	0	
1140	-288	18504	-582	168	-329	0	
1164	-220	18456	-567	150	-348	0	
1068	-276	18492	-568	142	-328	0	
1172	-416	18516	-568	160	-359	0	
1228	-508	18328	-569	164	-320	0	
1160	-300	18508	-573	144	-306	0	
1100	-360	18624	-561	142	-347	0	
1204	-312	18604	-576	154	-339	0	
1216	-396	18316	-596	159	-336	0	
1132	-412	18540	-556	138	-335	0	
1104	-300	18316	-577	173	-316	0	
1172	-228	18636	-564	158	-331	0	
1148	-320	18456	-576	151	-350	0	
1128	-280	18468	-574	157	-328	0	
1236	-432	18460	-565	146	-333	0	
1232	-340	18704	-575	157	-354	0	
1148	-304	18536	-574	178	-317	0	
1164	-400	18476	-581	173	-351	0	
1152	-336	18476	-567	164	-316	0	
1160	-460	18588	-545	128	-312	0	
1188	-396	18264	-575	155	-311	0	
1184	-280	18504	-580	148	-347	0	
1164	-332	18544	-573	163	-320	0	
1184	-344	18548	-564	150	-333	0	
1256	-396	18636	-571	141	-340	0	
1136	-416	18652	-567	146	-336	0	
1092	-408	18404	-567	143	-335	0	
1192	-356	18616	-585	150	-331	0	
1192	-328	18616	-570	155	-357	0	
1192	-376	18460	-550	160	-346	0	
1188	-408	18440	-558	158	-342	0	
1192	-384	18504	-597	146	-328	0	
1180	-296	18508	-558	152	-342	0	
1168	-308	18652	-580	138	-342	0	
1180	-328	18464	-582	133	-332	0	
1124	-336	18404	-578	149	-343	0	
1208	-340	18468	-579	165	-335	0	
1172	-340	18540	-566	154	-341	0	
1140	-436	18672	-571	147	-338	0	
1184	-268	18376	-581	133	-335	0	
1240	-492	18484	-575	158	-325	0	
1192	-316	18464	-584	174	-345	0	
1068	-340	18512	-554	147	-340	0	
1168	-400	18504	-597	157	-319	0	
1276	-388	18460	-563	145	-355	0	
1144	-400	18392	-581	173	-358	0	
1172	-348	18408	-572	155	-314	0	
1144	-396	18464	-563	164	-327	0	
1116	-308	18456	-559	154	-334	0	
1240	-304	18496	-568	147	-340	0	
1120	-380	18480	-563	154	-320	0	
1152	-288	18556	-589	150	-347	0	
1164	-360	18488	-562	152	-335	0	
1124	-272	18452	-576	166	-342	0	
1064	-372	18424	-558	161	-333	0	
